Sr_No,Date,Startup_Name,Domain,Idea_Type,Target_Market,Min_Budget_INR,Max_Budget_INR,Ideal_Team_Size,Market_Demand_Score,Competition_Level,Growth_Rate_Pct,Technical_Complexity,Execution_Difficulty,Environmental_Impact,Social_Impact_Score,Sustainability_Score,Success_Rate,Risk_Level,Failure_Reasons,City_Location,Lead_Investor,Investment_Stage,Amount_INR,Year
263,08/04/2025,WasteToWorth Plus,CleanTech,Clean Cooking,Urban,100000000,500000000,40,86,Low,50.0,High,67,Low,91,92,22,High,High capex,Delhi,SoftBank,Series B,4762539984,2025
264,04/10/2025,PropSmart Labs,Real Estate,Rental Platform,Students,10000000,5000000000,20,78,Medium,12.4,Low,65,Medium,71,61,19,High,Capital intensity,Pune,Tiger Global,Series C,15071705328,2025
265,13/04/2025,DataPulse Hub,SaaS/Technology,CRM,Enterprise,2000000,200000000,8,89,High,28.7,High,64,Low,61,72,39,Medium,Churn,Hyderabad,Lightspeed,Series D,16211135138,2025
266,12/02/2024,TutorAI Hub,EdTech,Skill Courses,Rural,1000000,30000000,5,76,High,22.3,Low,46,Low,90,81,24,Medium,High CAC,Pune,Elevation Capital,Series A,757890088,2024
267,05/01/2024,ElderCare Plus,HealthTech,Genomics,Tier 1,5000000,500000000,12,84,Medium,29.6,High,79,Low,90,75,36,Medium,Doctor onboarding,Mumbai,Accel,Series D,46045436810,2024
268,26/02/2024,CarbonCut Platform,CleanTech,Waste Management,Government,5000000,500000000,12,75,Low,32.1,High,79,Low,98,95,22,High,Long payback period,Delhi,SoftBank,Series C,5431271361,2024
269,13/01/2025,QuickRoute Network,Logistics,Last Mile Delivery,Urban,20000000,500000000,25,84,High,23.6,Medium,62,Medium,66,69,31,High,Asset intensity,Bangalore,Prosus,Series A,1577986090,2025
270,01/05/2025,FreshRoute Network,AgriTech,Agri Marketplace,Agri Cooperatives,8000000,24000000,18,85,Low,36.6,Medium,73,Low,87,95,25,Medium,Last-mile connectivity,Delhi,Lightspeed,Series A,1487139926,2025
271,20/05/2025,FreshRoute Pro,AgriTech,Cold Chain,Rural,300000,20000000,10,74,Low,37.3,Medium,75,Low,86,87,24,Medium,Farmer digital literacy,Nagpur,Beenext,Series A,1194205310,2025
272,05/10/2025,FarmerFirst Pro,AgriTech,Agri Marketplace,Pan-India,300000,80000000,6,83,Low,22.9,Medium,70,Low,92,82,23,Medium,Farmer digital literacy,Pune,Omnivore,Series B,2215956650,2025
273,22/02/2026,HealthFirst Hub,HealthTech,Fitness App,Corporate Wellness,5000000,150000000,12,88,Medium,28.2,High,76,Low,86,89,34,Medium,Doctor onboarding,Bangalore,Sequoia Capital,Series A,1462609296,2026
274,14/08/2024,LiveEasy Plus,Real Estate,REITs,Students,2000000,5000000000,40,67,Medium,9.2,Low,69,Medium,62,70,23,High,Long cycles,Bangalore,Nexus,Series D,22008605770,2024
275,05/12/2025,CareAI Labs,HealthTech,Fitness App,Urban,2000000,10000000,20,83,Medium,20.9,High,80,Low,97,85,25,Medium,Regulatory approvals,Bangalore,Accel,Series D,11319784547,2025
276,08/09/2025,EduPath Hub,EdTech,School LMS,Urban,1000000,2000000,3,74,High,26.0,Low,53,Low,91,81,24,Medium,Content quality issues,Mumbai,Owl Ventures,Seed,111168393,2025
277,05/01/2024,SpaceHub Platform,Real Estate,Affordable Housing,Corporate,50000000,200000000,40,68,Medium,9.8,Low,76,Medium,74,68,21,High,Regulatory complexity,Hyderabad,Tiger Global,Series A,1722861011,2024
278,09/01/2026,PropSmart Technologies,Real Estate,Smart Homes,Corporate,2000000,5000000000,20,79,Medium,14.0,Low,74,Medium,76,62,26,High,Long cycles,Hyderabad,Nexus,Series B,5787981942,2026
279,24/03/2025,PacknGo Technologies,Logistics,Truck Aggregation,Tier 2,50000000,2000000000,100,73,High,22.2,Medium,65,Medium,62,66,23,High,Asset intensity,Kolkata,Tiger Global,Series C,10417810199,2025
280,30/12/2024,ColdChain Hub,Logistics,B2B Freight,E-Commerce,20000000,100000000,50,73,High,15.3,Medium,75,Medium,75,62,30,High,Thin margins,Delhi,Accel,Series E,32757261589,2024
281,05/06/2024,ZeroCarbon Hub,CleanTech,Waste Management,Urban,2000000,2000000000,40,81,Low,37.3,High,80,Low,95,93,28,High,Long payback period,Mumbai,Accel,Series D,49365552620,2024
282,29/03/2025,ColdChain India,Logistics,Last Mile Delivery,Tier 2,20000000,100000000,50,83,High,15.5,Medium,72,Medium,75,58,29,High,Fuel cost volatility,Hyderabad,Prosus,Series D,10848624190,2025
283,23/09/2025,LogiLink Network,Logistics,Cross Border Shipping,Urban,1000000,20000000,100,71,High,15.4,Medium,71,Medium,71,73,20,High,Fuel cost volatility,Chennai,Warburg Pincus,Seed,341645844,2025
284,29/08/2025,KisanPro Technologies,AgriTech,Crop Insurance,Rural,3000000,20000000,4,82,Low,27.2,Medium,74,Low,95,91,27,Medium,Last-mile connectivity,Pune,Beenext,Seed,370750688,2025
285,12/04/2024,IoTHub Platform,SaaS/Technology,API Platform,SMB,5000000,50000000,50,86,High,28.5,High,68,Low,66,83,30,Medium,Pricing pressure,Pune,Accel,Series B,6175592950,2024
286,29/08/2025,TutorAI Labs,EdTech,Exam Prep,K-12,3000000,100000000,5,81,High,25.3,Low,65,Low,89,86,34,Medium,High CAC,Chennai,Elevation Capital,Series B,4485969782,2025
287,10/07/2024,BuildTech Pro,Real Estate,Online Broker,Corporate,50000000,5000000000,80,66,Medium,13.2,Low,76,Medium,76,59,21,High,Capital intensity,Hyderabad,Nexus,Series D,26839085195,2024
288,04/12/2025,GreenChain Platform,AgriTech,Drone Services,Tier 2,300000,20000000,6,65,Low,25.9,Medium,69,Low,92,93,26,Medium,Seasonality,Nagpur,Beenext,Seed,183233986,2025
289,09/01/2026,QuickPay India,FinTech,Payment Gateway,Pan-India,2000000,50000000,4,88,High,33.2,Medium,57,Low,82,69,31,Medium,High competition from incumbents,Hyderabad,Nexus Venture,Series D,31896740315,2026
290,06/09/2025,QuickCart Network,E-Commerce,Niche Retail,Bharat,20000000,50000000,30,78,High,13.4,Low,60,Medium,61,58,25,High,Unit economics,Chennai,Nexus,Seed,385220988,2025
291,14/03/2026,CropAI Network,AgriTech,Soil Analytics,Pan-India,3000000,5000000,30,66,Low,35.5,Medium,61,Low,96,85,22,Medium,Last-mile connectivity,Pune,Beenext,Series B,6628087883,2026
292,31/10/2024,SocialShop Solutions,E-Commerce,Reseller Platform,Rural,20000000,140000000,5,87,High,16.7,Low,68,Medium,65,72,24,High,Logistics costs,Jaipur,Accel,Series B,6386771881,2024
293,19/02/2026,PayFlow Solutions,FinTech,Wealth Management,Delhi NCR,1000000,5000000,12,81,High,28.7,Medium,65,Low,88,67,29,Medium,High competition from incumbents,Pune,Tiger Global,Series A,1312390876,2026
294,01/12/2024,CreatorHub Platform,Media/Entertainment,Short Video,Youth,5000000,30000000,30,80,High,24.3,Medium,62,Low,55,52,23,High,Monetisation difficulty,Noida,Kalaari,Series A,973001202,2024
295,06/09/2025,DeliverPro Solutions,Logistics,Truck Aggregation,Urban,5000000,20000000,10,86,High,18.8,Medium,74,Medium,75,58,23,High,Fuel cost volatility,Mumbai,Tiger Global,Series B,5951966756,2025
296,04/03/2025,DirectBuy AI,E-Commerce,Quick Commerce,Pan-India,5000000,200000000,10,86,High,21.1,Low,66,Medium,73,71,28,High,Unit economics,Bangalore,Tiger Global,Series C,19570358425,2025
297,19/09/2024,ReelUp Technologies,Media/Entertainment,Podcast,Pan-India,300000,150000000,8,83,High,23.8,Medium,56,Low,55,60,23,High,Monetisation difficulty,Delhi,Sequoia,Series C,17186242878,2024
298,24/04/2025,EcoGrid Technologies,CleanTech,Carbon Credits,Government,100000000,700000000,8,85,Low,31.1,High,69,Low,95,98,28,High,Long payback period,Hyderabad,Accel,Series B,7463806066,2025
299,23/07/2025,NutriFit Pro,HealthTech,Teleconsultation,Urban,2000000,10000000,8,85,Medium,20.4,High,73,Low,87,86,31,Medium,Regulatory approvals,Bangalore,Bessemer,Series C,14435391072,2025
300,27/07/2024,SmartClass Solutions,EdTech,Skill Courses,College Students,1000000,10000000,25,70,High,21.8,Low,63,Low,85,83,36,Medium,Post-COVID demand drop,Hyderabad,Sequoia Capital,Seed,271957914,2024
301,30/01/2024,HealthFirst Pro,HealthTech,Hospital SaaS,Senior Citizens,5000000,10000000,12,81,Medium,27.9,High,79,Low,90,90,27,Medium,Regulatory approvals,Pune,Accel,Series B,2462617571,2024
302,02/09/2024,FitLife Technologies,HealthTech,Teleconsultation,Urban,2000000,500000000,20,89,Medium,27.8,High,69,Low,86,81,32,Medium,Doctor onboarding,Pune,Lightspeed,Series D,24822619480,2024
303,02/05/2025,DeliverPro Hub,Logistics,Drone Delivery,E-Commerce,1000000,2000000000,25,75,High,18.8,Medium,73,Medium,62,56,28,High,Asset intensity,Hyderabad,Prosus,Series A,1805291376,2025
304,22/03/2024,ColdChain Labs,Logistics,Warehousing,Tier 2,20000000,100000000,100,83,High,17.3,Medium,61,Medium,77,57,34,High,Thin margins,Delhi,GIC,Series D,40640576164,2024
305,24/03/2024,PodcastPro India,Media/Entertainment,Short Video,Youth,1000000,30000000,30,69,High,13.1,Medium,64,Low,65,70,26,High,User retention,Chennai,Sequoia,Series B,4035481270,2024
306,20/03/2025,CareerFirst India,EdTech,Online Tutoring,Rural,200000,2000000,5,90,High,21.2,Low,57,Low,95,79,31,Medium,Content quality issues,Chennai,WestBridge,Series C,4486019882,2025
307,02/08/2024,QuickPay Solutions,FinTech,Stock Trading App,Bangalore,1000000,5000000,8,89,High,20.5,Medium,68,Low,70,68,30,Medium,High competition from incumbents,Delhi,SAIF Partners,Series C,9613388484,2024
308,15/04/2024,CreditBridge AI,FinTech,Crypto Exchange,Bangalore,2000000,5000000,12,87,High,26.3,Medium,73,Low,89,80,31,Medium,Trust deficit,Pune,Sequoia Capital,Seed,337342505,2024
309,29/09/2025,AIPlatform Network,SaaS/Technology,Cloud Infrastructure,SMB,500000,50000000,15,93,High,25.5,High,66,Low,74,75,44,Medium,Long sales cycles,Delhi,Matrix,Series B,6044960706,2025
310,28/09/2025,CareAI Labs,HealthTech,Online Pharmacy,Senior Citizens,2000000,50000000,8,85,Medium,27.3,High,68,Low,97,85,32,Medium,Doctor onboarding,Mumbai,Sequoia Capital,Series D,38695810230,2025
311,06/03/2024,PaisaPlus AI,FinTech,Neo Banking,Mumbai,1000000,5000000,20,82,High,26.3,Medium,65,Low,81,66,40,Medium,Trust deficit,Mumbai,Accel,Series D,28842805888,2024
312,11/03/2026,ReelUp Plus,Media/Entertainment,OTT Platform,Regional Language,300000,30000000,5,74,High,23.8,Medium,60,Low,64,66,27,High,Monetisation difficulty,Noida,Sequoia,Seed,149826221,2026
313,08/09/2024,GoldLink Pro,FinTech,Digital Lending,Tier 1 Cities,1000000,5000000,8,86,High,30.2,Medium,68,Low,81,85,38,Medium,High competition from incumbents,Pune,Tiger Global,Series C,24751832606,2024
314,31/01/2024,WasteToWorth Solutions,CleanTech,EV Charging,Government,2000000,20000000,20,85,Low,40.0,High,70,Low,94,85,32,High,High capex,Mumbai,Blume,Seed,405828036,2024
315,18/12/2024,SolarEase Labs,CleanTech,Clean Cooking,Government,5000000,2000000000,40,81,Low,52.2,High,79,Low,93,97,32,High,High capex,Bangalore,Accel,Seed,276045155,2024
316,15/11/2024,HomeDeal Network,Real Estate,PropTech SaaS,Urban,2000000,1000000000,12,74,Medium,15.3,Low,68,Medium,63,66,22,High,Regulatory complexity,Delhi,Helion,Series A,2241363279,2024
317,02/02/2026,LiveBuy Hub,E-Commerce,Live Commerce,Bharat,2000000,200000000,15,81,High,18.7,Low,59,Medium,67,66,29,High,Logistics costs,Delhi,Tiger Global,Series D,14919794696,2026
318,04/04/2024,SkillUp AI,EdTech,Skill Courses,Rural,500000,100000000,3,81,High,23.8,Low,57,Low,92,78,31,Medium,High CAC,Hyderabad,Elevation Capital,Series C,15511867311,2024
319,25/06/2025,SpaceHub Platform,Real Estate,Commercial RE,Corporate,2000000,200000000,80,76,Medium,17.2,Low,68,Medium,75,58,19,High,Long cycles,Delhi,Helion,Series A,747389546,2025
320,25/05/2024,GenomeScan AI,HealthTech,Teleconsultation,Tier 1,5000000,50000000,8,95,Medium,20.0,High,76,Low,86,73,31,Medium,Doctor onboarding,Delhi,Eight Roads,Series D,45757773966,2024
321,13/10/2025,CommercialHub Pro,Real Estate,Commercial RE,Tier 1,50000000,450000000,40,72,Medium,17.0,Low,75,Medium,79,56,28,High,Long cycles,Chennai,Nexus,Series A,486995964,2025
322,21/10/2025,CareerFirst Technologies,EdTech,School LMS,K-12,200000,10000000,15,86,High,26.7,Low,48,Low,85,70,26,Medium,Post-COVID demand drop,Chennai,Sequoia Capital,Series C,13181042132,2025
323,23/03/2025,EcoGrid AI,CleanTech,EV Charging,Government,20000000,2000000000,20,77,Low,32.9,High,68,Low,96,87,29,High,High capex,Pune,Blume,Seed,149778292,2025
324,01/11/2024,FundRight Technologies,FinTech,Digital Lending,Urban,5000000,50000000,8,87,High,34.0,Medium,58,Low,71,71,31,Medium,Trust deficit,Mumbai,Nexus Venture,Series C,6754475320,2024
325,08/03/2024,ColdChain India,Logistics,B2B Freight,Tier 2,1000000,500000000,100,88,High,21.4,Medium,67,Medium,77,75,32,High,Thin margins,Kolkata,Warburg Pincus,Series C,8735356424,2024
326,04/07/2025,BazaarPro Plus,E-Commerce,Reseller Platform,Pan-India,500000,1000000000,50,81,High,18.5,Low,60,Medium,55,51,25,High,Unit economics,Delhi,DST Global,Series E,62454741078,2025
327,30/07/2025,SpaceHub Labs,Real Estate,Co-living,Corporate,2000000,200000000,80,73,Medium,16.8,Low,71,Medium,78,65,28,High,Long cycles,Chennai,Nexus,Series D,17791999724,2025
328,23/10/2025,MedEase Hub,HealthTech,Hospital SaaS,Pan-India,500000,50000000,20,95,Medium,29.1,High,67,Low,97,74,33,Medium,Regulatory approvals,Pune,Bessemer,Seed,289004689,2025
329,16/07/2024,WasteToWorth India,CleanTech,Green Hydrogen,Urban,20000000,500000000,12,77,Low,50.4,High,74,Low,91,88,35,High,Policy dependence,Pune,Lightspeed,Series C,6661795414,2024
330,17/07/2024,SpaceFinder Hub,Real Estate,REITs,Students,10000000,50000000,80,69,Medium,15.5,Low,69,Medium,70,62,26,High,Regulatory complexity,Bangalore,Nexus,Series A,1126132937,2024
331,26/11/2024,FundRight AI,FinTech,Insurance Tech,Pan-India,5000000,200000000,8,91,High,30.9,Medium,62,Low,71,73,42,Medium,Regulatory challenges,Delhi,Nexus Venture,Series B,5421108409,2024
332,17/03/2024,WarehouseX Platform,Logistics,Warehousing,Urban,20000000,80000000,10,85,High,18.8,Medium,60,Medium,78,75,34,High,Asset intensity,Mumbai,Warburg Pincus,Seed,373466024,2024
333,25/03/2025,ReelUp Pro,Media/Entertainment,Live Streaming,Pan-India,300000,5000000,5,80,High,16.1,Medium,57,Low,59,53,27,High,User retention,Delhi,Tiger Global,Series C,16710411615,2025
334,09/02/2026,RegionalVoice Platform,Media/Entertainment,Live Streaming,Regional Language,300000,500000000,30,82,High,22.3,Medium,58,Low,65,52,22,High,Monetisation difficulty,Chennai,Matrix,Series A,451930056,2026
335,19/09/2024,SmartHome AI,Real Estate,Commercial RE,Students,200000000,1200000000,12,66,Medium,8.6,Low,74,Medium,80,68,26,High,Regulatory complexity,Delhi,Nexus,Private Equity,9799194354,2024
336,04/11/2025,AudioWorld India,Media/Entertainment,Gaming,Regional Language,300000,500000000,15,74,High,24.7,Medium,61,Low,57,62,18,High,Monetisation difficulty,Noida,Sequoia,Series C,11698615029,2025
337,10/04/2025,LearnLocal India,EdTech,Ed Games,Urban,200000,10000000,5,84,High,23.1,Low,52,Low,95,80,34,Medium,Content quality issues,Mumbai,Elevation Capital,Series C,4396724982,2025
338,24/10/2024,MindCare Platform,HealthTech,Health Insurance,Tier 1,500000,10000000,8,86,Medium,23.4,High,72,Low,89,77,30,Medium,Data privacy issues,Mumbai,Sequoia Capital,Series A,1150977944,2024
339,12/12/2024,EduPath Labs,EdTech,Ed Games,Urban,1000000,30000000,5,86,High,27.7,Low,64,Low,93,72,23,Medium,Post-COVID demand drop,Mumbai,Sequoia Capital,Series A,2362937275,2024
340,12/07/2024,PodcastPro Labs,Media/Entertainment,Audio Content,Tier 2,1000000,5000000,15,72,High,23.1,Medium,70,Low,61,54,27,High,User retention,Mumbai,Kalaari,Series A,2224858252,2024
341,22/06/2025,GreenBuild Pro,CleanTech,EV Manufacturing,Tier 1,20000000,2000000000,80,76,Low,35.2,High,71,Low,95,98,27,High,Policy dependence,Pune,Blume,Series C,9880110112,2025
342,31/03/2025,FreshRoute Network,AgriTech,Cold Chain,Agri Cooperatives,300000,300000000,30,84,Low,27.4,Medium,74,Low,92,91,24,Medium,Seasonality,Pune,Beenext,Series B,6620082571,2025
343,28/05/2025,FreshRoute Plus,AgriTech,Agri Marketplace,Pan-India,1000000,5000000,4,67,Low,27.8,Medium,77,Low,88,88,21,Medium,Last-mile connectivity,Pune,Sequoia,Series B,3215079240,2025
344,15/10/2024,SoilSmart AI,AgriTech,Drone Services,Agri Cooperatives,300000,300000000,30,69,Low,35.8,Medium,67,Low,88,84,25,Medium,Farmer digital literacy,Ahmedabad,Lightspeed,Series C,23133103526,2024
345,25/07/2025,CloudOps Network,SaaS/Technology,CRM,Startups,2000000,200000000,5,89,High,36.6,High,66,Low,70,75,41,Medium,Churn,Delhi,Lightspeed,Series D,43556586378,2025
346,06/10/2025,StoryTell Hub,Media/Entertainment,Live Streaming,Youth,20000000,30000000,30,70,High,18.9,Medium,61,Low,70,55,20,High,Monetisation difficulty,Noida,Sequoia,Series B,7866525898,2025
347,12/03/2024,BazaarPro Labs,E-Commerce,B2B Marketplace,Tier 2 Cities,5000000,10000000,30,73,High,15.7,Low,55,Medium,60,60,24,High,Unit economics,Bangalore,Accel,Series A,2499633706,2024
348,18/03/2025,AgriPay Pro,AgriTech,Precision Farming,Agri Cooperatives,3000000,20000000,30,79,Low,26.4,Medium,60,Low,87,92,19,Medium,Seasonality,Delhi,Lightspeed,Series B,8126823622,2025
349,18/12/2025,GreenBuild Labs,CleanTech,Smart Grid,Government,5000000,2000000000,12,80,Low,52.5,High,78,Low,95,91,25,High,Long payback period,Bangalore,Nuveen,Series C,23956924630,2025
350,20/05/2025,BazaarPro Plus,E-Commerce,Social Commerce,Rural,500000,10000000,50,82,High,16.1,Low,60,Medium,63,56,26,High,Logistics costs,Bangalore,Elevation Capital,Seed,365290038,2025
351,27/12/2025,BrainBox Network,EdTech,Ed Games,Rural,3000000,12000000,25,77,High,24.3,Low,59,Low,84,85,35,Medium,High CAC,Mumbai,Sequoia Capital,Seed,112155614,2025
352,24/11/2025,LendEasy Solutions,FinTech,Wealth Management,Tier 1 Cities,1000000,20000000,4,92,High,21.7,Medium,56,Low,90,81,38,Medium,Trust deficit,Delhi,Sequoia Capital,Series B,1722289704,2025
353,23/07/2024,QuickCart India,E-Commerce,Subscription Box,Pan-India,500000,200000000,10,74,High,14.2,Low,58,Medium,60,55,18,High,Unit economics,Bangalore,DST Global,Series B,3794293356,2024
354,06/08/2024,QuickCart Network,E-Commerce,Niche Retail,Tier 2 Cities,500000,1000000000,15,72,High,15.9,Low,69,Medium,62,52,28,High,Unit economics,Delhi,DST Global,Seed,88912052,2024
355,05/08/2025,CoWorkX Labs,Real Estate,Co-living,Students,50000000,5000000000,12,75,Medium,9.8,Low,75,Medium,77,57,23,High,Capital intensity,Pune,Helion,Series D,34685463712,2025
356,16/02/2026,ReelUp Labs,Media/Entertainment,Gaming,Youth,1000000,5000000,5,72,High,16.9,Medium,64,Low,61,56,21,High,Content cost,Bangalore,Tiger Global,Series C,18600928852,2026
357,07/02/2026,FarmTech Platform,AgriTech,Agri Lending,Pan-India,1000000,20000000,30,66,Low,36.5,Medium,67,Low,97,85,27,Medium,Seasonality,Pune,Lightspeed,Series A,434430293,2026
358,28/07/2024,DocConnect Technologies,HealthTech,Fitness App,Corporate Wellness,2000000,50000000,35,82,Medium,25.1,High,79,Low,89,77,36,Medium,Regulatory approvals,Hyderabad,Sequoia Capital,Series A,1217000309,2024
359,03/01/2025,GrowthSchool AI,EdTech,Skill Courses,Rural,3000000,100000000,25,89,High,24.6,Low,49,Low,95,70,34,Medium,High CAC,Bangalore,Elevation Capital,Series B,3639093910,2025
360,29/07/2025,ReturnEase Pro,Logistics,Truck Aggregation,Urban,5000000,2000000000,15,74,High,24.1,Medium,60,Medium,60,71,31,High,Fuel cost volatility,Chennai,Warburg Pincus,Series C,12782953210,2025
361,29/01/2025,KnowledgeHub Solutions,EdTech,School LMS,Rural,1000000,30000000,25,85,High,23.3,Low,56,Low,81,82,36,Medium,High CAC,Mumbai,Sequoia Capital,Series C,19808375926,2025
362,28/11/2025,SecureNet Labs,SaaS/Technology,DevTools,Startups,2000000,10000000,5,94,High,23.7,High,67,Low,72,86,30,Medium,Pricing pressure,Mumbai,Accel,Series A,2355884865,2025
363,09/02/2026,FleetPro Technologies,Logistics,Truck Aggregation,B2B,20000000,100000000,25,76,High,24.2,Medium,72,Medium,69,55,22,High,Asset intensity,Delhi,Accel,Seed,334425182,2026
364,21/07/2024,MindCare Solutions,HealthTech,Genomics,Pan-India,10000000,50000000,8,86,Medium,20.7,High,70,Low,97,78,29,Medium,Doctor onboarding,Pune,Bessemer,Series D,21490445100,2024
365,16/12/2024,SkillUp Hub,EdTech,School LMS,Rural,3000000,9000000,3,78,High,24.8,Low,45,Low,81,73,25,Medium,Content quality issues,Hyderabad,Accel,Series B,6482964132,2024
366,12/11/2025,WindTech AI,CleanTech,Waste Management,Urban,20000000,500000000,8,75,Low,41.4,High,77,Low,90,85,23,High,Long payback period,Ahmedabad,Accel,Series A,2149994656,2025
367,18/01/2024,EcoStore Network,CleanTech,EV Charging,Industrial,100000000,1000000000,40,77,Low,38.7,High,80,Low,98,98,23,High,Long payback period,Pune,SoftBank,Series D,33987214919,2024
368,30/03/2024,DataPulse Plus,SaaS/Technology,Cloud Infrastructure,Pan-India,10000000,100000000,50,85,High,26.4,High,60,Low,62,71,41,Medium,Pricing pressure,Hyderabad,Sequoia,Series B,4139793895,2024
369,01/07/2025,NutriFit Pro,HealthTech,Online Pharmacy,Tier 1,2000000,10000000,12,92,Medium,30.9,High,77,Low,95,89,38,Medium,Doctor onboarding,Mumbai,Sequoia Capital,Series B,2918284002,2025
370,11/01/2025,AudioWorld Network,Media/Entertainment,News App,Regional Language,300000,150000000,5,85,High,14.5,Medium,67,Low,68,62,27,High,User retention,Chennai,Lightspeed,Series A,443244302,2025
371,26/05/2025,TrendHub Pro,E-Commerce,Quick Commerce,Bharat,5000000,50000000,5,82,High,15.1,Low,58,Medium,63,72,27,High,Unit economics,Hyderabad,Accel,Series B,3381361391,2025
372,14/05/2025,ElderCare AI,HealthTech,Diagnostic AI,Urban,500000,500000000,12,93,Medium,28.1,High,76,Low,97,84,31,Medium,Regulatory approvals,Pune,Eight Roads,Series B,7811647194,2025
373,27/12/2025,LendEasy Pro,FinTech,BNPL,Mumbai,1000000,200000000,12,84,High,33.3,Medium,61,Low,76,71,39,Medium,Trust deficit,Gurugram,Sequoia Capital,Series D,38808662066,2025
374,02/07/2024,CloudOps Technologies,SaaS/Technology,AI/ML Platform,Enterprise,10000000,50000000,25,85,High,22.6,High,62,Low,72,83,37,Medium,Pricing pressure,Hyderabad,Matrix,Series C,10343791457,2024
375,29/04/2024,LearnX Technologies,EdTech,Ed Games,College Students,500000,2000000,25,88,High,27.8,Low,60,Low,88,73,34,Medium,Content quality issues,Hyderabad,Sequoia Capital,Series C,6403912176,2024
376,07/02/2025,SafeVault Plus,FinTech,P2P Lending,Bangalore,500000,5000000,6,78,High,21.1,Medium,74,Low,75,65,36,Medium,Regulatory challenges,Bangalore,Accel,Seed,131978931,2025
377,01/11/2024,SmartHome Plus,Real Estate,PropTech SaaS,Corporate,2000000,200000000,20,66,Medium,17.5,Low,74,Medium,79,69,20,High,Regulatory complexity,Chennai,Elevation,Series C,15619556092,2024
378,07/02/2024,SocialShop Solutions,E-Commerce,Used Goods Platform,Tier 2 Cities,2000000,50000000,50,83,High,14.8,Low,68,Medium,57,67,22,High,Unit economics,Jaipur,Elevation Capital,Series A,650760840,2024
379,06/10/2025,QuizGenius Labs,EdTech,School LMS,College Students,1000000,10000000,15,74,High,19.1,Low,58,Low,92,70,31,Medium,Post-COVID demand drop,Delhi,Accel,Seed,414017549,2025
380,29/05/2024,AgriLink Labs,AgriTech,Farm Management SaaS,Rural,8000000,20000000,18,68,Low,34.5,Medium,63,Low,87,94,29,Medium,Seasonality,Hyderabad,Lightspeed,Seed,412259456,2024
381,23/06/2024,PaisaPlus AI,FinTech,BNPL,Tier 1 Cities,5000000,200000000,20,79,High,22.4,Medium,71,Low,74,69,30,Medium,Regulatory challenges,Hyderabad,Nexus Venture,Series B,5818345548,2024
382,25/03/2025,PharmaGo Pro,HealthTech,Genomics,Tier 1,5000000,500000000,35,87,Medium,23.7,High,67,Low,89,85,37,Medium,Doctor onboarding,Pune,Accel,Seed,95469642,2025
383,19/05/2025,PropSmart AI,Real Estate,Affordable Housing,Tier 1,200000000,5000000000,80,82,Medium,15.0,Low,77,Medium,62,61,29,High,Capital intensity,Chennai,Elevation,Private Equity,38570356156,2025
384,18/08/2024,CoWorkX Technologies,Real Estate,Smart Homes,Tier 1,50000000,450000000,40,77,Medium,9.7,Low,68,Medium,72,62,26,High,Capital intensity,Delhi,Nexus,Series D,36644833213,2024
385,06/02/2024,CommercialHub Hub,Real Estate,Commercial RE,Urban,50000000,500000000,20,74,Medium,11.5,Low,65,Medium,73,60,24,High,Long cycles,Mumbai,Sequoia,Series D,48629052560,2024
386,08/06/2024,TaxPilot Labs,FinTech,Stock Trading App,Bangalore,5000000,50000000,8,86,High,25.3,Medium,60,Low,87,73,29,Medium,Regulatory challenges,Mumbai,SAIF Partners,Series A,1633367381,2024
387,11/02/2024,CropAI AI,AgriTech,Drone Services,Pan-India,300000,20000000,6,80,Low,37.4,Medium,68,Low,86,91,25,Medium,Last-mile connectivity,Nagpur,Beenext,Series A,1537870602,2024
388,22/01/2024,BrainBox Solutions,EdTech,Coding Bootcamp,K-12,200000,10000000,3,80,High,20.6,Low,64,Low,80,83,29,Medium,High CAC,Hyderabad,WestBridge,Seed,342208802,2024
389,18/12/2025,AgriLink AI,AgriTech,Cold Chain,Farmer Communities,300000,20000000,6,83,Low,32.1,Medium,64,Low,88,81,20,Medium,Seasonality,Pune,Omnivore,Series A,466983436,2025
390,17/12/2025,FarmerFirst Platform,AgriTech,Cold Chain,Pan-India,8000000,300000000,4,81,Low,28.8,Medium,61,Low,89,81,22,Medium,Seasonality,Pune,Sequoia,Series C,5091503682,2025
391,13/10/2024,NoCoder Technologies,SaaS/Technology,No-Code Builder,Pan-India,5000000,500000000,15,87,High,27.5,High,58,Low,60,85,32,Medium,Churn,Delhi,Tiger Global,Series B,4340135528,2024
392,06/10/2025,ElderCare Hub,HealthTech,Online Pharmacy,Pan-India,2000000,50000000,20,83,Medium,20.9,High,75,Low,89,87,37,Medium,Regulatory approvals,Pune,Eight Roads,Series A,954622935,2025
393,22/03/2025,LearnX Pro,EdTech,Corporate Training,K-12,200000,10000000,25,78,High,24.1,Low,49,Low,89,71,31,Medium,Post-COVID demand drop,Chennai,Sequoia Capital,Series C,5855752629,2025
394,14/02/2025,ReturnEase Labs,Logistics,Cold Chain,Tier 2,1000000,100000000,100,76,High,20.5,Medium,60,Medium,76,69,28,High,Fuel cost volatility,Bangalore,GIC,Series B,4679292071,2025
